id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20053035,Modern Chicago Loft with a Complimentary Garage Spot,117498144,Dasha & Owen,,Irving Park,41.94166,-87.73101,Entire home/apt,120,1,312,2019-11-19,11.24,4,326
20054439,"5br, Clean & Cozy Haven in the Heart of West Town!",8451195,Thomas,,West Town,41.89193,-87.67269,Entire home/apt,308,28,2,2017-10-01,0.07,3,58
20054600,Beautiful Condo w/ Skyline Views & Private Decks,38111959,Joanna (Dba Blue Sky Home Rentals),,West Town,41.90031,-87.67067,Entire home/apt,226,2,3,2019-02-21,0.32,3,79
20070634,Art Deco 1-BR/1-bath near Wrigley,9094538,Nicole,,Lake View,41.93831,-87.66363,Entire home/apt,99,2,16,2019-07-21,0.57,25,0
20076199,Hotel Perks - Private Bedroom | Private Bathroom,57387860,Freehand,,Near North Side,41.89157,-87.62679,Hotel room,600,5,12,2019-10-20,0.60,24,275
20120242,3 Level Wicker Park Home for 24 w/ 6 Car Garage,72470948,Tom,,West Town,41.9117,-87.66766,Entire home/apt,999,2,23,2019-11-15,0.88,4,339
20120441,Bucktown Hip Haven,29758879,John,,Logan Square,41.91543,-87.67252,Private room,100,1,24,2019-10-20,0.87,1,163
20120640,Ravesnwood Sunny Clean Apt walk to 3 trains!,23504895,Victor,,Uptown,41.96354,-87.67,Entire home/apt,94,3,83,2019-10-31,3.25,1,264
20121438,Large Private bedroom south of UChicago Hyde Park,100179,Kenneth,,Woodlawn,41.78457,-87.61227,Private room,55,3,1,2017-11-02,0.04,8,64
20126643,Room 6 - Canal Inn FreeParking 24/7,34191427,Sonia,,Bridgeport,41.84379,-87.63865,Private room,49,1,77,2019-10-29,2.75,10,335
20126765,Room 7 - Canal Inn FreeParking 24/7,34191427,Sonia,,Bridgeport,41.84452,-87.63917,Private room,10,1,87,2019-10-29,3.10,10,336
20126790,Room 9- Canal Inn FreeParking 24/7,34191427,Sonia,,Bridgeport,41.84352,-87.6395,Private room,49,1,79,2019-11-05,2.83,10,203
20134949,Upscale Lakeview Apt. in the Southport Corridor,85364675,Steve,,Lake View,41.94323,-87.66526,Entire home/apt,250,1,28,2019-09-16,1.01,1,0
20154570,A whole appartment close downtown chicago,143406371,James,,Chatham,41.7498,-87.61352,Entire home/apt,57,7,6,2019-10-26,0.81,4,352
20165644,THE CLEAVER WICKER PARK (5 min to downtown),65299403,Rod,,West Town,41.90479,-87.66476,Entire home/apt,186,1,106,2019-08-25,4.14,5,293
20165797,Exceptional 8 Bedroom Humboldt Park Duplex,21008290,Danny,,West Town,41.90377,-87.69595,Entire home/apt,449,2,19,2019-10-08,0.70,2,336
20165803,HIGH-END DOWNTOWN 1br/1ba Rooftop Hot Tub!,63313003,K,,Near North Side,41.89203,-87.62318,Entire home/apt,152,30,3,2019-06-17,0.15,29,90
20165817,"Sun-filled, huge Logan Square loft. LGBTQIA+ ally.",18692270,Julie,,West Town,41.91072,-87.69004,Entire home/apt,90,1,92,2019-11-02,3.44,1,74
20166388,"Modern Condo in Pilsen, Great location + parking",69267253,Diane,,Lower West Side,41.84645,-87.68621,Entire home/apt,111,1,6,2018-10-28,0.23,2,0
20170875,"Mi casa, es su casa!",38606899,Kevin,,Near West Side,41.87981,-87.681,Private room,79,1,103,2019-09-16,3.68,1,33
20172473,Beautiful Room in Trendy Wicker Park-Free Parking!,25668697,Hannah,,West Town,41.90934,-87.67863,Private room,67,2,51,2019-10-21,1.82,1,108
20173630,Very private and New remodeled One bedroom,124437476,Fanny,,Austin,41.89891,-87.77054,Entire home/apt,60,3,82,2019-11-19,2.94,2,341
20174600,Logan Square 3 Bed Penthouse -close to everything!,3158614,Nicole,,Logan Square,41.92792,-87.71129,Entire home/apt,129,2,72,2019-11-10,2.58,1,352
20176294,RENT ME ON   V  R  B  O WEBSITE LISTING IS THERE,61429224,Edith,,Irving Park,41.95642,-87.71851,Entire home/apt,45,2,73,2018-12-09,2.64,1,49
20176345,South Loop Luxury Lofts,139765116,Jose,,Bridgeport,41.83962,-87.65984,Entire home/apt,108,2,32,2019-09-22,1.17,4,179
20177013,Room 11- Canal Inn FreeParking 24/7,34191427,Sonia,,Armour Square,41.84375,-87.63803,Private room,69,1,105,2019-11-03,3.76,10,354
20177068,Room 10- Canal Inn FreeParking 24/7,34191427,Sonia,,Bridgeport,41.84321,-87.63918,Private room,45,1,111,2019-11-03,3.98,10,362
20181953,Family home in Old Town,42982894,Robert,,Near North Side,41.90652,-87.63829,Entire home/apt,400,1,4,2017-10-29,0.15,1,0
20191309,WRIGLEYVILLE JUMBO APARTMENT,19645168,Brandon,,Lake View,41.94265,-87.65266,Entire home/apt,99,2,77,2019-10-20,2.79,5,191
20192910,Historic Coach House 3 blocks from McCormick Place,13403961,Marcy,,Near South Side,41.85562,-87.62038,Entire home/apt,250,2,74,2019-11-15,2.77,1,52
20193345,Room 8- Canal Inn FreeParking 24/7,34191427,Sonia,,Bridgeport,41.84312,-87.63872,Private room,49,1,116,2019-11-05,4.22,10,363
20193668,Janet in Jefferson Park,143794683,Janet,,Jefferson Park,41.97084,-87.76915,Private room,29,30,1,2018-10-05,0.07,1,100
20193846,Modern Row Home in Logan Square,4251794,Brad & Elizabeth,,Logan Square,41.9221,-87.70092,Entire home/apt,150,2,9,2019-10-04,0.33,2,0
20194893,Cozy spot in popular Pilsen; steps from CTA,67261839,Madeleine,,Lower West Side,41.85453,-87.67927,Entire home/apt,95,1,56,2019-10-27,2.08,1,83
20195126,"Cozy bedroom, near Blue line 'L' train",139926,Ryan&Rachel,,Irving Park,41.94815,-87.70385,Private room,48,1,4,2019-10-20,0.14,3,0
20208487,Lovely UofC  Prof mansion great on campus location,143937691,Caryl,,Hyde Park,41.79398,-87.59776,Private room,150,2,44,2019-10-28,1.58,5,299
20211131,Loyola Mid-Size Studio,71816766,Josh,,Rogers Park,41.99954,-87.66305,Entire home/apt,80,1,18,2018-03-28,0.64,3,18
20211259,Cheerful Lakeview Townhouse - Sleeps 10!,143573455,Randy,,Lake View,41.93789,-87.6496,Entire home/apt,219,2,97,2019-10-27,3.53,1,338
20214683,Close to UIC and surrounding area,73118150,Leticia,,Near West Side,41.86694,-87.65529,Private room,100,1,0,,,1,0
20217520,Guest room in Beautiful Condo-Best neighborhood,3344099,Ben,,Lake View,41.93902,-87.65104,Private room,150,2,1,2017-09-18,0.04,2,0
20222363,"Private bedroom, near Blue line 'L' train",139926,Ryan&Rachel,,Irving Park,41.94755,-87.70482,Private room,48,1,3,2019-10-15,0.13,3,0
20227969,Historic campus home UofC Prof owned top location,143937691,Caryl,,Hyde Park,41.79454,-87.59632,Private room,150,2,38,2019-10-18,1.37,5,0
20228648,-CHICAGO 2 BEDROOM JEFFERSON PARK O'HARE ROSEMONT-,131366873,Jozef & Robert,,Jefferson Park,41.97024,-87.76592,Entire home/apt,129,1,62,2019-11-18,2.34,2,78
20230637,"Top location, sunny UofC Prof on campus home",143937691,Caryl,,Hyde Park,41.79374,-87.59595,Private room,130,2,41,2019-11-14,1.53,5,301
20235190,302 Sweet Sensation room Andersonville Free wifi,127235673,Alex,,Edgewater,41.98458,-87.6711,Private room,30,1,30,2019-09-22,1.08,12,289
20237320,New bed in Clean comfy room in Pilsen,117215177,Marisol,,Lower West Side,41.8551,-87.65243,Private room,76,1,63,2019-10-24,2.29,1,90
20245113,Gorgeous Logan Square- Private Bedroom #1,78695107,Kathy,,Logan Square,41.93172,-87.71834,Private room,32,1,82,2018-08-25,2.99,2,0
20253418,2 BR/2 Bath condo with parking - walk to West Loop,19124798,Matt,,West Town,41.89443,-87.64811,Entire home/apt,150,1,4,2019-11-07,3.75,1,0
20264618,1  Private bedroom/bathroom available 2 beds,48027087,Jacqueline,,West Ridge,42.00755,-87.68932,Private room,55,2,19,2019-10-20,0.69,2,362
20267601,Peaceful Guest Suite Northwest Chgo Prkg-No Pets,144485331,Mary,,Forest Glen,42.00056,-87.77389,Entire home/apt,95,2,51,2019-10-31,2.07,1,165
20272143,Hyde Park Sunny Apartment With Patio,87171123,Eva,,Hyde Park,41.79714,-87.60373,Entire home/apt,80,2,22,2018-09-23,0.82,1,0
20286114,Prime Location. Across Street from U of C,119562761,Lulu,,Hyde Park,41.79579,-87.59988,Private room,45,1,64,2019-11-03,2.33,1,9
20286221,Large 3bdrm 2bath Apt w/balcony and porch [WU,18714715,Aiste,,Near West Side,41.88164,-87.68298,Entire home/apt,173,4,49,2019-09-16,1.76,11,95
20286462,Great room with private bathroom,27232871,Fabio,,West Town,41.90034,-87.67094,Private room,50,1,89,2019-11-17,3.33,2,354
20293109,South Loop- 1 bed/1 private bath on Michigan Ave,3919236,Isaac,,Near South Side,41.86273,-87.62572,Private room,99,1,66,2019-10-22,2.45,2,18
20294580,Pilsen Apartment for 4-6 people,47035703,Edwin,,Lower West Side,41.85475,-87.67488,Entire home/apt,140,2,90,2019-10-27,3.45,3,97
20298876,Reilly House,29283474,Dan,,Logan Square,41.93104,-87.69622,Entire home/apt,225,2,16,2019-10-15,0.73,1,363
20306736,Spacious private bedroom/bathroom available 1 bed,48027087,Jacqueline,,West Ridge,42.00813,-87.69036,Private room,45,1,4,2019-09-21,0.74,2,69
20307202,"Full apartment two bedrooms, Wriggly village.",144853239,Yazzen,,Lake View,41.94806,-87.6578,Private room,69,1,0,,,1,0
20309288,Cozy & Modern Condo in Pilsen+Heart of Chicago,12742466,Jared,,Lower West Side,41.85789,-87.6754,Private room,90,2,27,2019-10-23,1.01,2,129
20319676,"★2BR WICKER PARK★ Near groceries, train, nightlife",7351159,Milan,,West Town,41.90647,-87.66735,Entire home/apt,120,1,157,2019-11-17,5.82,1,96
20321044,Great/Cozy room with bath close to train,4134653,Gui,,Armour Square,41.83742,-87.63146,Private room,65,1,83,2019-10-14,3.00,1,356
20321651,Home away from Home,78843359,Zuly,,Greater Grand Crossing,41.75475,-87.60393,Entire home/apt,89,3,55,2019-11-13,2.15,4,85
20332510,"Modern, Bright Logan Square Room with Free Parking",37081485,Revae,,Logan Square,41.92601,-87.72507,Private room,108,2,50,2019-10-16,1.85,1,293
20352994,2nd fl clean spacious ntflix 2bdr No pets no party,129049667,Carmen,,South Lawndale,41.8443,-87.72617,Entire home/apt,116,2,137,2019-11-04,5.16,1,18
20357970,The Chrysalis,12941613,Taryn,,Englewood,41.7777,-87.65042,Private room,25,1,17,2019-08-02,0.61,1,80
20358249,"Deluxe Guest Home, Lakeview / Wrigleyville 3BD 2BA",117655306,Gerry,,Lake View,41.9436,-87.66149,Entire home/apt,375,2,104,2019-11-17,4.06,1,237
20359172,Palmer Square/606 trail. Armitage/Kedzie/Cortland.,126427813,Emery,,Logan Square,41.91536,-87.70728,Entire home/apt,135,2,72,2019-11-03,2.67,1,40
20360882,Historic campus house owned by U of C Prof,143937691,Caryl,,Hyde Park,41.79352,-87.59754,Private room,150,2,30,2019-10-27,1.13,5,310
20361494,"Edgewater, private, charming coach house 1 ( of 2)",40281169,Kate,,Edgewater,41.98695,-87.66093,Entire home/apt,149,2,18,2019-09-17,0.76,2,324
20378811,"*HEART of Wrigley 3 Bdrms*, 5min Walk to CTA Train",1597671,Naomi And JJ,,Lake View,41.94459,-87.65415,Entire home/apt,200,2,64,2019-11-17,2.33,3,111
20379044,Best Location-Southport Corridor,12090996,Jonathan,,Lake View,41.94669,-87.66658,Entire home/apt,189,2,101,2019-10-27,3.65,2,77
20379610,OHC Gorgeous Huge Studio Apt Steps to Blue Line,5228189,Matthew,,West Town,41.8951,-87.65589,Entire home/apt,150,1,140,2019-11-06,5.27,5,336
20381591,Beautiful Two Bedroom!,54646953,Ben,,Lake View,41.93957,-87.65715,Entire home/apt,90,2,93,2019-11-01,3.60,1,69
20382337,The Palmer House of Logan Square,57131868,Don And Kelly,,Logan Square,41.92283,-87.70087,Entire home/apt,100,2,60,2019-10-23,2.49,1,74
20404890,Wicker Park/Ukie Village Classic Chicago Greystone,51695662,Stephanie,,West Town,41.90147,-87.67785,Private room,60,1,124,2019-11-18,4.47,1,16
20406582,Cozy Apartment,8480922,Samuel,,Albany Park,41.96832,-87.70654,Entire home/apt,85,2,158,2019-11-10,6.08,4,152
20409562,A3. DowntownChicago!Excellent Price-Location,145551824,Aaron Emisael,,Bridgeport,41.84784,-87.64484,Private room,51,1,191,2019-11-06,6.98,4,85
20413421,The Buck Stop,87829262,Arlete,,Logan Square,41.92376,-87.68423,Entire home/apt,109,1,176,2019-11-18,6.53,1,129
20420859,Tri-Taylor/United Center/Med District/UIC/Pilsen,105754997,Sharon,,Near West Side,41.86948,-87.68249,Entire home/apt,87,2,105,2019-11-15,3.92,1,95
20422011,Spacious sunny 2bd w/ secure garage parking,77184578,Christine,,West Town,41.91371,-87.67844,Entire home/apt,220,2,4,2017-11-25,0.15,2,13
20422159,A Private Coach House Near Wrigley ⚾ & Transit Ⓜ️,8549643,George & Sean,,Lake View,41.93522,-87.65969,Entire home/apt,120,1,86,2019-11-02,3.12,22,215
20422537,Private 4 bedroom 3 bath home in Irving Park,74909948,Erin,,Irving Park,41.9518,-87.70219,Entire home/apt,150,4,9,2019-10-23,0.33,1,283
20425593,Midcentury Modern Lakeview 2 Bedroom Apartment,9265623,Phillip & Michelle,,Lake View,41.9343,-87.65119,Entire home/apt,175,1,68,2019-10-14,2.54,2,68
20427016,Humboldt Park House,38481821,William,,Humboldt Park,41.90867,-87.7107,Entire home/apt,75,2,159,2019-11-10,6.25,1,163
20433458,"Cozy, old-timey Portage Park Apartment",136980938,Rachel,,Portage Park,41.94584,-87.74743,Entire home/apt,50,2,51,2019-09-23,1.86,1,7
20435794,Last-min booking | clean cozy | mins to loop!,32137886,Lil,,Lower West Side,41.85752,-87.66216,Private room,35,1,138,2019-11-17,5.31,1,153
20438390,The Lodge,109145304,Shelby + Bob,,Rogers Park,42.00132,-87.66853,Entire home/apt,100,2,48,2019-10-13,1.74,1,56
20450548,Chic Gorgeous Vintage 2 Bed w Free Street Parking,12608762,Tanya,,Irving Park,41.95802,-87.70156,Entire home/apt,185,1,81,2019-09-29,2.95,5,315
20450852,Special offer-private bedroom and bath  in Chicago,22529119,Ivelisse,,Austin,41.91196,-87.78452,Private room,58,1,80,2019-10-16,2.93,2,11
20454596,Perfect Northside loc. Wrigley!! Free St Parking!,648385,Jaime And Michael,,Uptown,41.96176,-87.66614,Private room,70,2,20,2019-09-22,0.75,1,0
20454673,"15min/Loop, ChicagoTreasure, Art Gallery w/Parking",47720848,Donald,,Lower West Side,41.85722,-87.66706,Private room,55,1,116,2019-11-15,4.35,2,78
20456769,"Large bedroom in sunny condo, great view!",77184578,Christine,,West Town,41.91366,-87.67765,Private room,110,1,1,2017-10-22,0.04,2,6
20457194,Hotel California,146033445,Dead Flowers,,Logan Square,41.92247,-87.69731,Entire home/apt,119,1,128,2019-11-09,4.82,2,99
20457252,The Secret Stache,146033445,Dead Flowers,,Logan Square,41.92378,-87.69892,Entire home/apt,94,1,152,2019-11-03,5.64,2,66
20458572,Affordable City House & Free Parking,146042966,Helena,,Near West Side,41.87694,-87.6777,Entire home/apt,90,2,144,2019-11-15,5.34,1,123
20462579,Rent a XL room for entire family in a Modern Condo,10613587,Saurin,,West Town,41.89463,-87.66082,Private room,297,2,12,2019-10-28,0.45,5,132
20476609,2b/2b Stunning Glass Luxury Apartment | By ENVITAE,37095719,Ben,,Near North Side,41.88888,-87.61617,Entire home/apt,199,3,88,2019-11-12,3.27,1,92
20479262,Bangtel's Whimsical Modern Space in Hot Hot Wicker Park,4069585,Liz,,West Town,41.91075,-87.6797,Entire home/apt,225,1,42,2019-10-15,1.58,14,193
20484760,Comfy Stay Minutes to River North West Loop Wicker,146241754,Mike,,West Town,41.89822,-87.66226,Entire home/apt,250,1,111,2019-11-10,4.12,2,347
20492835,Charming Little House in Medical District,48966050,Darryl,,Near West Side,41.86467,-87.6836,Private room,35,2,96,2019-10-15,3.56,1,84
20497895,Spacious Lakeview studio apt near Wrigley,146333051,Lloyd,,Lake View,41.954,-87.6696,Entire home/apt,80,1,223,2019-11-17,8.26,1,150
20498813,Andersonville cozy 1 bedroom basement suite,146342995,Sue,,Edgewater,41.98205,-87.6705,Entire home/apt,89,1,100,2019-11-14,4.15,1,247
20499710,Sharp 1BR in Bucktown with Private Entrance,145039640,Scott,,Logan Square,41.91857,-87.67382,Entire home/apt,149,2,110,2019-11-18,4.09,2,20
20501142,Executive Study Oasis,124307753,Aj,,South Shore,41.76838,-87.5695,Private room,43,1,30,2019-10-13,1.13,2,359
20503650,"Nice Rehab w/Character, Quiet Area, Ent. 2 Bed Apt",93922918,Travis,,Hermosa,41.92038,-87.7312,Entire home/apt,119,3,23,2019-11-17,0.84,1,176
20516011,GORGEOUS 2BR/2BA PENTHOUSE IN LOOP HIGH RISE!,4588921,Jason,,Loop,41.88596,-87.6325,Entire home/apt,225,1,89,2019-10-23,3.26,4,340
20517017,The Avondale Adventure - 2BR / 1BA Condo,5121232,Lawrence,,Avondale,41.93719,-87.69924,Entire home/apt,89,2,79,2019-11-17,3.45,1,356
20519090,"City Flat; Near Downtown, Shops & Cafes; Sleeps 6",115920372,Joe,,Lincoln Park,41.91743,-87.65483,Entire home/apt,118,1,118,2019-11-13,4.43,2,143
20521486,Bucktown Privacy,111283238,Igor,,Logan Square,41.91495,-87.68473,Private room,55,1,186,2019-10-14,6.78,1,14
20524028,2 Bedroom Apartment by O'Hare/CTA/I90 Free Parking,114943024,John,,Norwood Park,41.97484,-87.78873,Entire home/apt,69,1,76,2019-10-31,6.42,2,77
20525093,Epic large room with lots of light,2655235,Eric,,West Town,41.9071,-87.67082,Private room,2500,1,0,,,2,364
20526511,AMAZING 38TH FLOOR PENTHOUSE IN LOOP HIGH RISE!,4588921,Jason,,Loop,41.8858,-87.63441,Entire home/apt,250,1,91,2019-10-23,3.40,4,336
20536034,OneEleven RIVER VIEW FURNISHED JR. 1 BED POOL (43),9400379,ExecuSuite Inc.,,Loop,41.88744,-87.63199,Entire home/apt,80,31,2,2019-06-01,0.08,18,296
20538542,Elite 2br+2ba Corner Apartment in River North!,63313003,K,,Near North Side,41.88945,-87.63357,Entire home/apt,205,30,0,,,29,90
20543019,Explore Hip Logan Square from a Modern Apartment,2069798,Afsha,,Logan Square,41.9141,-87.71081,Entire home/apt,160,1,128,2019-10-29,4.69,5,75
20553228,Lazaro2720 (2F),36128270,Juanita,,North Lawndale,41.85799,-87.69429,Private room,29,1,107,2019-10-23,3.90,8,330
20554662,Bright and Modern Logan Square Condo,15286674,Emmy,,Logan Square,41.92574,-87.70289,Private room,150,2,3,2017-11-19,0.11,1,0
20555663,Gorgeous Logan Square - Private Bedroom #2,78695107,Kathy,,Logan Square,41.93007,-87.71907,Private room,47,1,84,2018-08-26,3.11,2,0
20573559,BEAUTIFUL 1BR IN LOOP THEATRE DISTRICT HIGH RISE!,4588921,Jason,,Loop,41.88444,-87.63271,Entire home/apt,165,1,122,2019-11-14,4.48,4,333
20586078,Sunny Logan Square Artists' home,15856079,Kyle,,Logan Square,41.92389,-87.72108,Entire home/apt,120,1,107,2019-11-09,3.97,1,324
20586682,(52W-V) A Smart Private Bedroom in Douglass Flat,11520897,Sung Tae,,North Lawndale,41.85859,-87.6972,Private room,39,2,32,2019-11-05,1.20,14,353
20588269,(52W-A) A Smart Private Bedroom in Douglass Flat,11520897,Sung Tae,,North Lawndale,41.85899,-87.69828,Private room,41,2,44,2019-10-20,1.65,14,357
20588561,VERY PRIVATE AND COZY APT. ONE BLOCK TO THE BEACH!,13479607,Kyle,,Rogers Park,42.00392,-87.66176,Entire home/apt,70,1,29,2019-11-17,1.07,1,0
20590201,"Nice, Functional and Cozy",63967447,Alicia,,Irving Park,41.95829,-87.71152,Private room,35,3,3,2018-10-31,0.14,3,19
20591362,Modern Bedroom in Vintage Apartment,20823027,Rich,,North Center,41.9511,-87.67948,Private room,65,1,22,2018-08-23,0.81,1,0
20596340,Luxury 3bdrm Condo 15 minutes to Downtown Chicago.,122433423,Fal,,Auburn Gresham,41.75536,-87.64656,Entire home/apt,45,1,67,2019-10-22,2.48,9,364
20601137,Historic Coach House Cottage,147218562,Melissa,,Grand Boulevard,41.81442,-87.61141,Entire home/apt,130,1,129,2019-11-04,4.82,2,361
20605570,Englewood,147258915,Lamar,,Englewood,41.78904,-87.63255,Private room,70,4,0,,,1,0
20606318,Spacious Lofted Condo in Chicago,8278094,Charles,,Near West Side,41.86338,-87.65581,Entire home/apt,70,1,3,2017-09-04,0.11,1,0
20621687,1 Bedroom Penthouse Near Wrigley Field,67664674,Kim,,Lake View,41.93809,-87.66028,Entire home/apt,99,2,13,2019-09-11,0.48,3,115
20622581,(52W-D) A Smart Daybed in Douglass Flat,11520897,Sung Tae,,North Lawndale,41.85849,-87.69771,Shared room,22,2,42,2019-10-27,1.55,14,360
20623197,(52W-G) A Smart Day Bed in Douglass Flats,11520897,Sung Tae,,North Lawndale,41.85859,-87.69833,Shared room,25,2,41,2019-10-28,2.01,14,364
20635267,Distinctive 2 Bedroom Bucktown Loft,146032023,Steve,,Logan Square,41.9239,-87.67879,Entire home/apt,99,32,86,2019-11-01,3.19,1,259
20636276,Modern living in chicago!,57401134,Yonah,,West Town,41.90985,-87.69732,Private room,200,30,43,2018-10-19,1.59,1,139
20639602,Cozy In-law in Avondale,22451412,Viveca,,Avondale,41.94274,-87.70399,Entire home/apt,95,1,31,2019-10-27,1.93,1,9
20640570,"Spacious, comfy room in Beverly",980036,Carolyn,,Beverly,41.71959,-87.67865,Private room,25,2,39,2019-10-28,1.46,1,64
20641086,2 Rooms & Private Bath Near Downtown Chicago,26928601,Idaima,,Lower West Side,41.85933,-87.66227,Private room,0,2,29,2018-10-09,1.13,1,0
20647880,Inviting 2 Bedroom Apartment in Roscoe Village,147654278,Lara,,North Center,41.94364,-87.68443,Entire home/apt,129,3,53,2019-11-15,2.64,1,143
20649033,Private Lincoln Square one bed+bath studio apt.,7420910,Janet,,Lincoln Square,41.96877,-87.68337,Entire home/apt,125,2,87,2019-11-17,3.64,1,164
20650575,2 Floor - 4 BR- 4Baths Condo Near downtown Chicago,76133827,Anny,,West Town,41.89543,-87.66369,Entire home/apt,365,1,28,2019-10-20,1.56,6,336
20654624,Charming loft in the heart of Wicker Park,6762998,Hany,,West Town,41.90651,-87.67226,Entire home/apt,250,3,68,2019-11-10,2.96,1,58
20666176,Cozy Victorian Cottage-1 BR Apartment- Sleeps 3!,22690738,Kristin,,Logan Square,41.92739,-87.72058,Entire home/apt,95,3,116,2019-11-17,4.75,1,157
20672624,Lincoln Park Escape,44618537,Robert,,Lincoln Park,41.92942,-87.64397,Private room,119,1,19,2019-09-23,0.83,4,180
20677880,Single Bed in Shared Room 2,41676630,Pete,,West Town,41.90901,-87.68935,Shared room,29,1,56,2019-10-27,2.08,6,90
20678364,Spacious 1B/1B on Lake Michigan,85684466,Ashley,,Uptown,41.95479,-87.64721,Entire home/apt,100,2,4,2017-10-02,0.15,1,0
20679988,Amadeus Stay - Hip Central 3bdrm Apt +Free Parking,11742953,Michelle,,North Center,41.95405,-87.67771,Entire home/apt,100,1,67,2019-11-12,3.00,1,147
20689785,"Historic campus U of C Prof. mansion, top location",143937691,Caryl,,Hyde Park,41.79333,-87.5962,Private room,150,2,34,2019-10-13,1.37,5,301
20692024,Forum Retreat House,112437766,Annette,,East Garfield Park,41.88296,-87.70618,Entire home/apt,165,3,50,2019-10-13,1.89,1,228
20704211,Modern Wicker Park Private Bedroom & Bath,6932672,Wen Lei,,West Town,41.91,-87.67019,Private room,99,2,40,2019-10-27,1.48,2,79
20707853,Sunny Lakeview 3BR Duplex Apartment-Private Deck!,67996914,Renee,,Lake View,41.93788,-87.66231,Entire home/apt,119,2,106,2019-11-17,3.93,1,343
20709222,Pilsen Space Station,1980552,Eric,,Lower West Side,41.85262,-87.67807,Entire home/apt,99,2,92,2019-11-12,3.45,1,338
20709328,"Awesome space, great location!",2108039,Edmund,,Uptown,41.97061,-87.65698,Private room,55,3,74,2019-10-14,2.88,1,0
20712959,Family Friendly 3BR Duplex in Roscoe Village,42061856,Jeff,,North Center,41.93496,-87.67699,Entire home/apt,195,3,88,2019-11-11,3.30,1,343
20713577,Private Room - Close to Wrigley Field,86905611,Stephanie,,Irving Park,41.95667,-87.69997,Private room,56,1,3,2017-10-01,0.11,1,0
20722119,Standout Bucktown 3BR Duplex with Private Backyard,145039640,Scott,,Logan Square,41.91853,-87.67518,Entire home/apt,223,2,109,2019-11-17,4.14,2,15
20722881,Private Guesthouse Northside (Roscoe Village),148388994,Jessica,,North Center,41.94356,-87.67793,Entire home/apt,168,2,60,2019-10-30,3.35,2,346
20727489,❤ Instagram worthy view! Luxury High-rise Downtown,34622220,Rod,,Loop,41.86949,-87.62757,Entire home/apt,89,3,141,2019-11-17,6.39,1,39
20729220,Luxury fully equipped great Transportation,148444875,Cheri/Forrest,,Hermosa,41.92198,-87.73155,Entire home/apt,109,30,27,2019-09-24,1.05,1,185
20737848,"Uptown/Andersonville Quiet, Charming Condo",3155607,Liz,,Uptown,41.97248,-87.66466,Entire home/apt,100,1,187,2019-11-15,8.63,1,250
20745744,"Well-appointed, Spacious 2 Bed in the Gold Coast!",91881711,Megan,,Near North Side,41.90307,-87.62997,Entire home/apt,200,3,48,2019-11-18,1.99,7,138
20756430,"Pet-friendly, entire 3 BR in Hot Logan Square!",45239294,Cherie,,West Town,41.91244,-87.69857,Entire home/apt,95,2,26,2019-10-21,0.97,2,89
20756854,Art Filled Logan Square Apt w/ Outdoor Green Space,39957256,Kate,,Avondale,41.93497,-87.70638,Entire home/apt,100,2,9,2019-11-10,0.34,1,14
20757313,WrigleyVilla - 1/2 Block From Wrigley Field!,127574066,Kit & Jo,,Lake View,41.95109,-87.65508,Entire home/apt,550,2,48,2019-10-13,1.81,1,53
20760300,★Private Room CLOSE to Downtown & McCormick Place★,53120834,Lulu,,Near South Side,41.86084,-87.6241,Private room,75,1,58,2019-01-01,2.18,1,0
20763621,Casita La Villita,109403941,Robert,,South Lawndale,41.85564,-87.69044,Entire home/apt,115,2,5,2019-10-15,0.19,1,0
20773478,Spotless 2BR Duplex-Great Safe Location-City View!,148842220,Ann,,Lake View,41.94089,-87.67004,Entire home/apt,150,30,6,2019-08-03,0.24,1,236
20774377,Loyola wonderful room,112976578,William,,Rogers Park,42.00377,-87.66486,Private room,35,7,20,2019-08-18,0.75,1,89
20779421,Private Bedroom and Bath in cozy Old Town Condo,16686878,Katherine,,Near North Side,41.9057,-87.63707,Private room,80,1,24,2018-10-30,1.51,1,0
20780444,Domio | Lincoln Park | Modern 3BR/2Bath,143825988,Domio,,Lincoln Park,41.92495,-87.66796,Entire home/apt,150,3,63,2019-10-28,2.36,22,302
20785021,"Huge Rm, Priv Bath, w/parking at Logan Sq Blue Ln.",90730458,Susan & Bill,,Avondale,41.93366,-87.70818,Private room,75,2,98,2019-11-18,3.79,2,170
20796390,"East Pilsen Apartment - Loop, McCormick, UIC",33652058,Ryan,,Lower West Side,41.85624,-87.64198,Entire home/apt,159,1,140,2019-11-04,5.34,1,267
20796999,"Lovely, bright, 3-bedroom Avondale flat. Private.",149092372,Flor,,Avondale,41.93701,-87.72568,Entire home/apt,114,1,173,2019-11-16,6.46,1,247
20798903,The Deeply Rooted Room: Airbnb Superhost,93017116,Randall,,Grand Boulevard,41.81342,-87.6112,Private room,30,1,67,2019-11-10,2.50,4,353
20801660,Modern Penthouse in Lincoln Park!,8880362,Ivan,,Lincoln Park,41.91602,-87.64374,Entire home/apt,250,2,23,2019-10-25,0.86,1,118
